Article date,Article title,Article slug,Article URL,Total content images,Images with any CSV record,Images in a provided CSV,Images confirmed uploaded to Pinterest,Images with no CSV record,CSV coverage status,Pinterest handoff / upload status,Latest scheduled dates,Batch file(s),Tracker updated
2026-08-04,How to Make a Cat Memory Journal From Everyday Moments,how-to-make-a-cat-memory-journal-from-everyday-moments,https://sentimentalica.com/blog/how-to-make-a-cat-memory-journal-from-everyday-moments.html,9,9,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-06 | 2026-08-09 | 2026-08-12 | 2026-08-13 | 2026-08-15 | 2026-08-18 | 2026-08-21 | 2026-08-24,101_Whisker_Bloom.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-08-04,How Many Colors Should a Junk Journal Page Have?,how-many-colors-should-a-junk-journal-page-have,https://sentimentalica.com/blog/how-many-colors-should-a-junk-journal-page-have.html,9,9,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-11 | 2026-08-30 | 2026-09-02 | 2026-09-05 | 2026-09-08 | 2026-09-11,035_Silk_Promise.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-08-02,7 Wedding Journal Prompts for the Week Before Your Wedding,wedding-journal-prompts-for-the-week-before-your-wedding,https://sentimentalica.com/blog/wedding-journal-prompts-for-the-week-before-your-wedding.html,2,2,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-05 | 2026-08-10 | 2026-08-15,UPLOAD_THIS_all-other-articles_two-week-schedule.csv | lead_wedding_prompts.csv,2026-08-14
2026-08-02,How to Make a Feminine Junk Journal Feel Powerful,how-to-make-a-feminine-junk-journal-feel-powerful,https://sentimentalica.com/blog/how-to-make-a-feminine-junk-journal-feel-powerful.html,8,8,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-06 | 2026-08-11 | 2026-08-16 | 2026-08-17 | 2026-08-21,Nouveau_Goddess.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-08-02,How to Build a Fantasy Junk Journal That Feels Like a Story,how-to-build-a-fantasy-junk-journal-that-feels-like-a-story,https://sentimentalica.com/blog/how-to-build-a-fantasy-junk-journal-that-feels-like-a-story.html,7,7,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-08 | 2026-08-13 | 2026-08-16 | 2026-08-18 | 2026-08-23,Dragon_Fire.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-08-02,A Letter From Your Future Self When You Feel Stuck,a-letter-from-your-future-self-when-you-feel-stuck,https://sentimentalica.com/blog/a-letter-from-your-future-self-when-you-feel-stuck.html,2,2,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-07 | 2026-08-12,lead_future_self.csv,2026-08-14
2026-08-02,A Gentle New Moon Journal Ritual for Beginning Again,a-gentle-new-moon-journal-ritual-for-beginning-again,https://sentimentalica.com/blog/a-gentle-new-moon-journal-ritual-for-beginning-again.html,2,2,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-09 | 2026-08-14,lead_new_moon.csv,2026-08-14
2026-07-29,3 Handmade Cards to Make From Paper Scraps,three-handmade-cards-from-paper-scraps,https://sentimentalica.com/blog/three-handmade-cards-from-paper-scraps.html,5,5,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-03 | 2026-08-06 | 2026-08-10 | 2026-08-13 | 2026-08-17 | 2026-08-18,UPLOAD_THIS_all-other-articles_two-week-schedule.csv | _lead_magnets.csv,2026-08-14
2026-07-28,100 Free Floral Pictures for Your Junk Journal,100-free-floral-pictures-for-your-junk-journal,https://sentimentalica.com/blog/100-free-floral-pictures-for-your-junk-journal.html,4,4,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-02 | 2026-08-06 | 2026-08-10 | 2026-08-19,100-free-floral-pictures.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-27,How to Remember an Ordinary Day in Your Junk Journal,how-to-remember-an-ordinary-day-in-your-junk-journal,https://sentimentalica.com/blog/how-to-remember-an-ordinary-day-in-your-junk-journal.html,2,2,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-01 | 2026-08-05 | 2026-08-20,UPLOAD_THIS_all-other-articles_two-week-schedule.csv | ordinary-day-memory-keeping.csv,2026-08-14
2026-07-17,What to Add When a Journal Page Feels Empty,what-to-add-when-a-journal-page-feels-empty,https://sentimentalica.com/blog/what-to-add-when-a-journal-page-feels-empty.html,4,4,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-22,149_Sunflower_Days.csv | 208_Forest_Books.csv | 213_Boho_Bloom.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-17,Ledger Textile Junk Journal Palette Ideas,ledger-textile-junk-journal-palette-ideas,https://sentimentalica.com/blog/ledger-textile-junk-journal-palette-ideas.html,6,6,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-21,202_Ledger_Textile.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-17,Cottage Bloom Junk Journal Palette Ideas,cottage-bloom-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-bloom-junk-journal-palette-ideas.html,8,8,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-23,206_Cottage_Bloom.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-16,What to Bring Home From Vacation for Your Junk Journal,what-to-bring-home-from-vacation-for-your-junk-journal,https://sentimentalica.com/blog/what-to-bring-home-from-vacation-for-your-junk-journal.html,6,6,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-24,179_Coral_Dance.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-15,Wild Colors Junk Journal Ideas for Playful Pages,wild-colors-junk-journal-ideas-for-playful-pages,https://sentimentalica.com/blog/wild-colors-junk-journal-ideas-for-playful-pages.html,8,8,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-07-22 | 2026-07-23 | 2026-07-24 | 2026-08-20,114_Wild_Colors.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-15,Wedding Planning Keepsakes for Your Junk Journal,wedding-planning-keepsakes-for-your-junk-journal,https://sentimentalica.com/blog/wedding-planning-keepsakes-for-your-junk-journal.html,2,2,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-07-16 | 2026-07-17 | 2026-08-14,UPLOAD_THIS_all-other-articles_two-week-schedule.csv | _lead_magnets.csv,2026-08-14
2026-07-15,Tiny Paper Things to Collect Before They Disappear,tiny-paper-things-to-collect-before-they-disappear,https://sentimentalica.com/blog/tiny-paper-things-to-collect-before-they-disappear.html,2,2,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-07-18 | 2026-07-19 | 2026-08-22,UPLOAD_THIS_all-other-articles_two-week-schedule.csv | _lead_magnets.csv,2026-08-14
2026-07-15,Soft Morning Journal Ideas From Your Notes App,soft-morning-journal-ideas-from-your-notes-app,https://sentimentalica.com/blog/soft-morning-journal-ideas-from-your-notes-app.html,2,2,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-07-28 | 2026-07-29 | 2026-07-30,117_Morning_Brew.csv | 149_Sunflower_Days.csv | 198_Garden_Joy.csv,2026-08-14
2026-07-15,Morning Brew Junk Journal Palette Ideas,morning-brew-junk-journal-palette-ideas,https://sentimentalica.com/blog/morning-brew-junk-journal-palette-ideas.html,5,4,0,0,1,Partial: 1 current image(s) still need a CSV row,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-07-31 | 2026-08-01 | 2026-08-02 | 2026-08-03,117_Morning_Brew.csv,2026-08-14
2026-07-15,Garden Joy Junk Journal Ideas for Soft Floral Pages,garden-joy-junk-journal-ideas-for-soft-floral-pages,https://sentimentalica.com/blog/garden-joy-junk-journal-ideas-for-soft-floral-pages.html,8,8,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-07-25 | 2026-07-26 | 2026-07-27 | 2026-08-15,198_Garden_Joy.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-15,A Quiet Color Ritual for Your Journal Desk,a-quiet-color-ritual-for-your-journal-desk,https://sentimentalica.com/blog/a-quiet-color-ritual-for-your-journal-desk.html,2,2,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-07-20 | 2026-07-21 | 2026-08-19,UPLOAD_THIS_all-other-articles_two-week-schedule.csv | _lead_magnets.csv,2026-08-14
2026-07-14,What to Save From a Summer Day for Your Junk Journal,what-to-save-from-a-summer-day-for-your-junk-journal,https://sentimentalica.com/blog/what-to-save-from-a-summer-day-for-your-junk-journal.html,3,3,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-24,207_Trail_Maps.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-14,Red and Teal Travel Journal Pages for a Collected Mood,red-and-teal-travel-journal-pages-for-a-collected-mood,https://sentimentalica.com/blog/red-and-teal-travel-journal-pages-for-a-collected-mood.html,8,8,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-16,116_Silk_Road.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-14,How to Make a Journal Page Feel Like a Place,how-to-make-a-journal-page-feel-like-a-place,https://sentimentalica.com/blog/how-to-make-a-journal-page-feel-like-a-place.html,3,3,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-18,116_Silk_Road.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-14,How to Choose a Junk Journal Color Palette Without Overthinking It,how-to-choose-a-junk-journal-color-palette-without-overthinking-it,https://sentimentalica.com/blog/how-to-choose-a-junk-journal-color-palette-without-overthinking-it.html,3,3,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-21,121_Blossom_Lane.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-14,Farmhouse Animal Journal Ideas for Country Pages,farmhouse-animal-journal-ideas-for-country-pages,https://sentimentalica.com/blog/farmhouse-animal-journal-ideas-for-country-pages.html,8,8,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-19,158_Farm_Friends.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-14,Dark Academia Journal Pages With Candlelit Color,dark-academia-journal-pages-with-candlelit-color,https://sentimentalica.com/blog/dark-academia-journal-pages-with-candlelit-color.html,8,8,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-14,180_Firefly_Glow.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-14,Cottage Rose Junk Journal Palette Ideas,cottage-rose-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-rose-junk-journal-palette-ideas.html,8,8,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-17,121_Blossom_Lane.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-14,Blue and White Color Palettes for Junk Journal Pages,blue-and-white-color-palettes-for-junk-journal-pages,https://sentimentalica.com/blog/blue-and-white-color-palettes-for-junk-journal-pages.html,6,6,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-23,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-14,A Summer Trail Journal Theme With Maps and Mountain Greens,a-summer-trail-journal-theme-with-maps-and-mountain-greens,https://sentimentalica.com/blog/a-summer-trail-journal-theme-with-maps-and-mountain-greens.html,8,8,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-22,207_Trail_Maps.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-12,What to Put in a Memory Pocket,what-to-put-in-a-memory-pocket,https://sentimentalica.com/blog/what-to-put-in-a-memory-pocket.html,2,2,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-11,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-12,Start a Journal Page With One Receipt,start-a-journal-page-with-one-receipt,https://sentimentalica.com/blog/start-a-journal-page-with-one-receipt.html,2,0,0,0,2,Not started: no current article image has a CSV record,No CSV handoff recorded,,,2026-08-14
2026-07-12,Rainy Afternoon Journal Ideas,rainy-afternoon-journal-ideas,https://sentimentalica.com/blog/rainy-afternoon-journal-ideas.html,2,0,0,0,2,Not started: no current article image has a CSV record,No CSV handoff recorded,,,2026-08-14
2026-07-12,A Blue Ribbon Palette for Soft Junk Journal Pages,blue-ribbon-palette-for-soft-junk-journal-pages,https://sentimentalica.com/blog/blue-ribbon-palette-for-soft-junk-journal-pages.html,2,2,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-18,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-12,A 10-Minute Desk Reset for Journalers,10-minute-desk-reset-for-journalers,https://sentimentalica.com/blog/10-minute-desk-reset-for-journalers.html,2,0,0,0,2,Not started: no current article image has a CSV record,No CSV handoff recorded,,,2026-08-14
2026-07-11,A 10-Minute Paper Sorting Ritual for Junk Journalers,ten-minute-paper-sorting-ritual,https://sentimentalica.com/blog/ten-minute-paper-sorting-ritual.html,1,1,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-24,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-11,How to Make a Journal Page Feel Lived-In,how-to-make-a-journal-page-feel-lived-in,https://sentimentalica.com/blog/how-to-make-a-journal-page-feel-lived-in.html,4,4,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-21,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-11,12 Tiny Things to Keep for Your Junk Journal,12-tiny-things-to-keep-for-your-junk-journal,https://sentimentalica.com/blog/12-tiny-things-to-keep-for-your-junk-journal.html,3,3,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-08-13,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,2026-08-14
2026-07-10,What to Journal When You Have Nothing to Say,what-to-journal-when-you-have-nothing-to-say,https://sentimentalica.com/blog/what-to-journal-when-you-have-nothing-to-say.html,2,0,0,0,2,Not started: no current article image has a CSV record,No CSV handoff recorded,,,2026-08-14
2026-07-10,Romantic Junk Journal Ideas for a Quiet Evening,romantic-junk-journal-ideas-for-a-quiet-evening,https://sentimentalica.com/blog/romantic-junk-journal-ideas-for-a-quiet-evening.html,7,7,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,2026-07-13 | 2026-07-14,026_Silver_Vow.csv | UPLOAD_THIS_wedding-retry-and-romantic-evening.csv | romantic-junk-journal-ideas-for-a-quiet-evening.csv,2026-08-14
2026-07-10,A 20-Minute Creative Reset for When Your Desk Feels Too Loud,20-minute-creative-reset,https://sentimentalica.com/blog/20-minute-creative-reset.html,2,0,0,0,2,Not started: no current article image has a CSV record,No CSV handoff recorded,,,2026-08-14
2026-07-05,"A Wedding Junk Journal Theme in Silver, Cream, and Candlelight",a-wedding-junk-journal-theme-in-silver-cream-and-candlelight,https://sentimentalica.com/blog/a-wedding-junk-journal-theme-in-silver-cream-and-candlelight.html,5,5,0,0,0,Complete: every current article image has a CSV record,Historical CSV record exists; delivery and Pinterest upload are not confirmed,,UPLOAD_THIS_wedding-retry-and-romantic-evening.csv | a-wedding-junk-journal-theme-in-silver-cream-and-candlelight.csv,2026-08-14
