Article slug,Article URL,Media URL,First recorded batch,All batch files,CSV status,CSV provided date,Pinterest upload confirmed,Pinterest uploaded date,Last Pinterest result,Last Pinterest error,Scheduled publish dates,Last updated
copper-and-teal-junk-journal-colors-for-steampunk-pages,https://sentimentalica.com/blog/copper-and-teal-junk-journal-colors-for-steampunk-pages.html,https://sentimentalica.com/blog/img/copper-and-teal-junk-journal-colors-for-steampunk-pages/copper-teal-pattern-page.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_RETRY_ONLY_38-duplicate-titles-fixed_2026-08-12.csv | UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-12,No,,Rejected,Multiples rows with the same title,2026-08-13,2026-08-12
copper-and-teal-junk-journal-colors-for-steampunk-pages,https://sentimentalica.com/blog/copper-and-teal-junk-journal-colors-for-steampunk-pages.html,https://sentimentalica.com/blog/img/copper-and-teal-junk-journal-colors-for-steampunk-pages/gen1.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-14,2026-08-12
copper-and-teal-junk-journal-colors-for-steampunk-pages,https://sentimentalica.com/blog/copper-and-teal-junk-journal-colors-for-steampunk-pages.html,https://sentimentalica.com/blog/img/copper-and-teal-junk-journal-colors-for-steampunk-pages/gen2.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-14,2026-08-12
copper-and-teal-junk-journal-colors-for-steampunk-pages,https://sentimentalica.com/blog/copper-and-teal-junk-journal-colors-for-steampunk-pages.html,https://sentimentalica.com/blog/img/copper-and-teal-junk-journal-colors-for-steampunk-pages/palette-clockwork-compass.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-14,2026-08-12
copper-and-teal-junk-journal-colors-for-steampunk-pages,https://sentimentalica.com/blog/copper-and-teal-junk-journal-colors-for-steampunk-pages.html,https://sentimentalica.com/blog/img/copper-and-teal-junk-journal-colors-for-steampunk-pages/palette-clockwork-cover.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-14,2026-08-12
copper-and-teal-junk-journal-colors-for-steampunk-pages,https://sentimentalica.com/blog/copper-and-teal-junk-journal-colors-for-steampunk-pages.html,https://sentimentalica.com/blog/img/copper-and-teal-junk-journal-colors-for-steampunk-pages/palette-copper-teal-pattern.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-12,2026-08-12
cottage-bloom-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-bloom-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-bloom-junk-journal-palette-ideas/gen1.jpg,206_Cottage_Bloom.csv,206_Cottage_Bloom.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-23,2026-08-12
cottage-bloom-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-bloom-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-bloom-junk-journal-palette-ideas/gen2.jpg,206_Cottage_Bloom.csv,206_Cottage_Bloom.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-23,2026-08-12
cottage-bloom-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-bloom-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-bloom-junk-journal-palette-ideas/gen3.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-23,2026-08-12
cottage-bloom-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-bloom-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-bloom-junk-journal-palette-ideas/gen4.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-23,2026-08-12
cottage-bloom-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-bloom-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-bloom-junk-journal-palette-ideas/gen5.jpg,206_Cottage_Bloom.csv,206_Cottage_Bloom.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-23,2026-08-12
cottage-bloom-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-bloom-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-bloom-junk-journal-palette-ideas/page1.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-23,2026-08-12
cottage-bloom-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-bloom-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-bloom-junk-journal-palette-ideas/page2.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-23,2026-08-12
cottage-bloom-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-bloom-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-bloom-junk-journal-palette-ideas/page3.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-23,2026-08-12
cottage-rose-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-rose-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-rose-junk-journal-palette-ideas/gen1.jpg,121_Blossom_Lane.csv,121_Blossom_Lane.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-17,2026-08-12
cottage-rose-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-rose-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-rose-junk-journal-palette-ideas/gen2.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-17,2026-08-12
cottage-rose-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-rose-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-rose-junk-journal-palette-ideas/gen3.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-17,2026-08-12
cottage-rose-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-rose-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-rose-junk-journal-palette-ideas/gen4-pinterest.jpg,UPLOAD_NOW_RETRY_14-scheduling-limit_2026-08-11.csv,UPLOAD_NOW_RETRY_14-scheduling-limit_2026-08-11.csv | UPLOAD_RETRY_14-corrected-image-files_2026-08-10.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-17,2026-08-12
cottage-rose-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-rose-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-rose-junk-journal-palette-ideas/gen4.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-17,2026-08-12
cottage-rose-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-rose-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-rose-junk-journal-palette-ideas/gen5.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-17,2026-08-12
cottage-rose-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-rose-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-rose-junk-journal-palette-ideas/page2.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-17,2026-08-12
cottage-rose-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-rose-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-rose-junk-journal-palette-ideas/page3.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-17,2026-08-12
cottage-rose-junk-journal-palette-ideas,https://sentimentalica.com/blog/cottage-rose-junk-journal-palette-ideas.html,https://sentimentalica.com/blog/img/cottage-rose-junk-journal-palette-ideas/page4.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-17,2026-08-12
dark-academia-journal-pages-with-candlelit-color,https://sentimentalica.com/blog/dark-academia-journal-pages-with-candlelit-color.html,https://sentimentalica.com/blog/img/dark-academia-journal-pages-with-candlelit-color/gen1.jpg,180_Firefly_Glow.csv,180_Firefly_Glow.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-14,2026-08-12
dark-academia-journal-pages-with-candlelit-color,https://sentimentalica.com/blog/dark-academia-journal-pages-with-candlelit-color.html,https://sentimentalica.com/blog/img/dark-academia-journal-pages-with-candlelit-color/gen2.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-14,2026-08-12
dark-academia-journal-pages-with-candlelit-color,https://sentimentalica.com/blog/dark-academia-journal-pages-with-candlelit-color.html,https://sentimentalica.com/blog/img/dark-academia-journal-pages-with-candlelit-color/gen3.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-14,2026-08-12
dark-academia-journal-pages-with-candlelit-color,https://sentimentalica.com/blog/dark-academia-journal-pages-with-candlelit-color.html,https://sentimentalica.com/blog/img/dark-academia-journal-pages-with-candlelit-color/gen4-pinterest.jpg,UPLOAD_NOW_RETRY_14-scheduling-limit_2026-08-11.csv,UPLOAD_NOW_RETRY_14-scheduling-limit_2026-08-11.csv | UPLOAD_RETRY_14-corrected-image-files_2026-08-10.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-14,2026-08-12
dark-academia-journal-pages-with-candlelit-color,https://sentimentalica.com/blog/dark-academia-journal-pages-with-candlelit-color.html,https://sentimentalica.com/blog/img/dark-academia-journal-pages-with-candlelit-color/gen4.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-14,2026-08-12
dark-academia-journal-pages-with-candlelit-color,https://sentimentalica.com/blog/dark-academia-journal-pages-with-candlelit-color.html,https://sentimentalica.com/blog/img/dark-academia-journal-pages-with-candlelit-color/gen5.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-14,2026-08-12
dark-academia-journal-pages-with-candlelit-color,https://sentimentalica.com/blog/dark-academia-journal-pages-with-candlelit-color.html,https://sentimentalica.com/blog/img/dark-academia-journal-pages-with-candlelit-color/page1.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-14,2026-08-12
dark-academia-journal-pages-with-candlelit-color,https://sentimentalica.com/blog/dark-academia-journal-pages-with-candlelit-color.html,https://sentimentalica.com/blog/img/dark-academia-journal-pages-with-candlelit-color/page2.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-14,2026-08-12
dark-academia-journal-pages-with-candlelit-color,https://sentimentalica.com/blog/dark-academia-journal-pages-with-candlelit-color.html,https://sentimentalica.com/blog/img/dark-academia-journal-pages-with-candlelit-color/page4.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-14,2026-08-12
duck-egg-faded-rose-parchment-and-walnut-wallpaper-palette,https://sentimentalica.com/blog/duck-egg-faded-rose-parchment-and-walnut-wallpaper-palette.html,https://sentimentalica.com/blog/img/duck-egg-faded-rose-parchment-and-walnut-wallpaper-palette/palette.png,UPLOAD_THIS_11_articles_2026-08-29.csv,UPLOAD_THIS_11_articles_2026-08-29.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-20,No,,,,2026-08-29,2026-08-20
duck-egg-faded-rose-parchment-and-walnut-wallpaper-palette,https://sentimentalica.com/blog/duck-egg-faded-rose-parchment-and-walnut-wallpaper-palette.html,https://sentimentalica.com/blog/img/duck-egg-faded-rose-parchment-and-walnut-wallpaper-palette/scene.png,UPLOAD_THIS_11_articles_2026-08-29.csv,UPLOAD_THIS_11_articles_2026-08-29.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-20,No,,,,2026-08-29,2026-08-20
early-spring-junk-journal-color-palette,https://sentimentalica.com/blog/early-spring-junk-journal-color-palette.html,https://sentimentalica.com/blog/img/early-spring-junk-journal-color-palette/gen1.png,UPLOAD_THIS_latest-11-articles_2026-08-18_to_2026-08-21.csv,UPLOAD_THIS_latest-11-articles_2026-08-18_to_2026-08-21.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-14,No,,,,2026-08-20,2026-08-14
early-spring-junk-journal-color-palette,https://sentimentalica.com/blog/early-spring-junk-journal-color-palette.html,https://sentimentalica.com/blog/img/early-spring-junk-journal-color-palette/gen2.png,UPLOAD_THIS_latest-11-articles_2026-08-18_to_2026-08-21.csv,UPLOAD_THIS_latest-11-articles_2026-08-18_to_2026-08-21.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-14,No,,,,2026-08-20,2026-08-14
easter-junk-journal-ideas-that-feel-collected-not-themed,https://sentimentalica.com/blog/easter-junk-journal-ideas-that-feel-collected-not-themed.html,https://sentimentalica.com/blog/img/easter-junk-journal-ideas-that-feel-collected-not-themed/antique-easter-eggs-page.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-16,2026-08-12
easter-junk-journal-ideas-that-feel-collected-not-themed,https://sentimentalica.com/blog/easter-junk-journal-ideas-that-feel-collected-not-themed.html,https://sentimentalica.com/blog/img/easter-junk-journal-ideas-that-feel-collected-not-themed/cherry-blossom-page.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-13,2026-08-12
easter-junk-journal-ideas-that-feel-collected-not-themed,https://sentimentalica.com/blog/easter-junk-journal-ideas-that-feel-collected-not-themed.html,https://sentimentalica.com/blog/img/easter-junk-journal-ideas-that-feel-collected-not-themed/gen1.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-14,2026-08-12
easter-junk-journal-ideas-that-feel-collected-not-themed,https://sentimentalica.com/blog/easter-junk-journal-ideas-that-feel-collected-not-themed.html,https://sentimentalica.com/blog/img/easter-junk-journal-ideas-that-feel-collected-not-themed/gen2.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-14,2026-08-12
easter-junk-journal-ideas-that-feel-collected-not-themed,https://sentimentalica.com/blog/easter-junk-journal-ideas-that-feel-collected-not-themed.html,https://sentimentalica.com/blog/img/easter-junk-journal-ideas-that-feel-collected-not-themed/gen4.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-14,2026-08-12
easter-junk-journal-ideas-that-feel-collected-not-themed,https://sentimentalica.com/blog/easter-junk-journal-ideas-that-feel-collected-not-themed.html,https://sentimentalica.com/blog/img/easter-junk-journal-ideas-that-feel-collected-not-themed/palette-antique-easter.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-12,2026-08-12
easter-junk-journal-ideas-that-feel-collected-not-themed,https://sentimentalica.com/blog/easter-junk-journal-ideas-that-feel-collected-not-themed.html,https://sentimentalica.com/blog/img/easter-junk-journal-ideas-that-feel-collected-not-themed/palette-spring-orchard.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-14,2026-08-12
easter-junk-journal-ideas-that-feel-collected-not-themed,https://sentimentalica.com/blog/easter-junk-journal-ideas-that-feel-collected-not-themed.html,https://sentimentalica.com/blog/img/easter-junk-journal-ideas-that-feel-collected-not-themed/spring-orchard-eggs-page.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-15,2026-08-12
easter-memory-pocket-for-family-traditions,https://sentimentalica.com/blog/easter-memory-pocket-for-family-traditions.html,https://sentimentalica.com/blog/img/easter-memory-pocket-for-family-traditions/gen1.png,UPLOAD_THIS_latest-11-articles_2026-08-18_to_2026-08-21.csv,UPLOAD_THIS_latest-11-articles_2026-08-18_to_2026-08-21.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-14,No,,,,2026-08-18,2026-08-14
easter-memory-pocket-for-family-traditions,https://sentimentalica.com/blog/easter-memory-pocket-for-family-traditions.html,https://sentimentalica.com/blog/img/easter-memory-pocket-for-family-traditions/gen2.png,UPLOAD_THIS_latest-11-articles_2026-08-18_to_2026-08-21.csv,UPLOAD_THIS_latest-11-articles_2026-08-18_to_2026-08-21.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-14,No,,,,2026-08-18,2026-08-14
easter-recipe-memory-page,https://sentimentalica.com/blog/easter-recipe-memory-page.html,https://sentimentalica.com/blog/img/easter-recipe-memory-page/gen1.png,UPLOAD_THIS_latest-11-articles_2026-08-18_to_2026-08-21.csv,UPLOAD_THIS_latest-11-articles_2026-08-18_to_2026-08-21.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-14,No,,,,2026-08-20,2026-08-14
easter-recipe-memory-page,https://sentimentalica.com/blog/easter-recipe-memory-page.html,https://sentimentalica.com/blog/img/easter-recipe-memory-page/gen2.png,UPLOAD_THIS_latest-11-articles_2026-08-18_to_2026-08-21.csv,UPLOAD_THIS_latest-11-articles_2026-08-18_to_2026-08-21.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-14,No,,,,2026-08-21,2026-08-14
fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen,https://sentimentalica.com/blog/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen.html,https://sentimentalica.com/blog/img/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen/gen1.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-15,2026-08-12
fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen,https://sentimentalica.com/blog/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen.html,https://sentimentalica.com/blog/img/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen/gen2.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-12,2026-08-12
fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen,https://sentimentalica.com/blog/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen.html,https://sentimentalica.com/blog/img/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen/gen3.png,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-15,2026-08-12
fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen,https://sentimentalica.com/blog/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen.html,https://sentimentalica.com/blog/img/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen/page1.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-14,2026-08-12
fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen,https://sentimentalica.com/blog/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen.html,https://sentimentalica.com/blog/img/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen/page2.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_RETRY_ONLY_38-duplicate-titles-fixed_2026-08-12.csv | UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,CSV provided to Ksenia; Pinterest upload not confirmed,2026-08-12,No,,Rejected,Multiples rows with the same title,2026-08-16,2026-08-12
fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen,https://sentimentalica.com/blog/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen.html,https://sentimentalica.com/blog/img/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen/page3.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-13,2026-08-12
fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen,https://sentimentalica.com/blog/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen.html,https://sentimentalica.com/blog/img/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen/palette1.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-15,2026-08-12
fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen,https://sentimentalica.com/blog/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen.html,https://sentimentalica.com/blog/img/fantasy-wallpaper-art-that-leaves-room-for-your-lock-screen/palette2.jpg,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,UPLOAD_THIS_latest-articles_five-day-schedule_2026-08-12.csv,Pinterest upload confirmed by Ksenia,2026-08-12,Yes,2026-08-12,Accepted,,2026-08-15,2026-08-12
farmhouse-animal-journal-ideas-for-country-pages,https://sentimentalica.com/blog/farmhouse-animal-journal-ideas-for-country-pages.html,https://sentimentalica.com/blog/img/farmhouse-animal-journal-ideas-for-country-pages/gen1.jpg,158_Farm_Friends.csv,158_Farm_Friends.csv | UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-19,2026-08-12
farmhouse-animal-journal-ideas-for-country-pages,https://sentimentalica.com/blog/farmhouse-animal-journal-ideas-for-country-pages.html,https://sentimentalica.com/blog/img/farmhouse-animal-journal-ideas-for-country-pages/gen2.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-19,2026-08-12
farmhouse-animal-journal-ideas-for-country-pages,https://sentimentalica.com/blog/farmhouse-animal-journal-ideas-for-country-pages.html,https://sentimentalica.com/blog/img/farmhouse-animal-journal-ideas-for-country-pages/gen3.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-19,2026-08-12
farmhouse-animal-journal-ideas-for-country-pages,https://sentimentalica.com/blog/farmhouse-animal-journal-ideas-for-country-pages.html,https://sentimentalica.com/blog/img/farmhouse-animal-journal-ideas-for-country-pages/gen6.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-19,2026-08-12
farmhouse-animal-journal-ideas-for-country-pages,https://sentimentalica.com/blog/farmhouse-animal-journal-ideas-for-country-pages.html,https://sentimentalica.com/blog/img/farmhouse-animal-journal-ideas-for-country-pages/gen7.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-19,2026-08-12
farmhouse-animal-journal-ideas-for-country-pages,https://sentimentalica.com/blog/farmhouse-animal-journal-ideas-for-country-pages.html,https://sentimentalica.com/blog/img/farmhouse-animal-journal-ideas-for-country-pages/page1.jpg,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,UPLOAD_THIS_all-other-articles_two-week-schedule.csv,Historical CSV record; handoff status unknown,,No,,,,2026-08-19,2026-08-12
